,date,optimal_path,max_rate_of_return
35,2025-12-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1404044334230.9429
36,2026-01-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,4088243508065.645
37,2026-02-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,11960337521864.145
38,2026-03-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,33906104638563.125
39,2026-04-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,93577512899646.22
40,2026-05-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,254061326513076.25
41,2026-06-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,684796424556408.1
42,2026-07-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1888943090828322.8
43,2026-08-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,5364223399147157.0
44,2026-09-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1.5268239559582526e+16
45,2026-10-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,4.257979389790977e+16
46,2026-11-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1.3345379743908229e+17
47,2026-12-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,4.6578040618888774e+17
48,2027-01-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1.250264943470337e+18
49,2027-02-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,3.6419440192536044e+18
50,2027-03-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1.0715326918009854e+19
51,2027-04-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,3.1250820170776195e+19
52,2027-05-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,7.031788263913966e+19
53,2027-06-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,2.5781698033461995e+20
54,2027-07-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,7.932584548909087e+20
55,2027-08-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,2.8688251742872593e+21
56,2027-09-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,5.20589104496643e+21
57,2027-10-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,1.6676555988993049e+22
58,2027-11-01,USD -> KRW -> CNY -> AUD -> CHF -> MXN -> EUR -> RUB -> JPY,2.706901291131487e+22
59,2027-12-01,USD -> MXN -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY,3.2822875037792055e+23
