,date,optimal_path,max_rate_of_return
49,2027-02-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,9.90369482026469e+16
50,2027-03-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,2.899202080988717e+17
51,2027-04-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,8.357943076262313e+17
52,2027-05-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,2.3753985267140147e+18
53,2027-06-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,7.363782618467587e+18
54,2027-07-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,2.0872710482333004e+19
55,2027-08-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,3.0069488634706768e+19
56,2027-09-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,1.5902665425959305e+20
57,2027-10-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,4.4689637335203296e+20
58,2027-11-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,1.5265518766850273e+21
59,2027-12-01,USD -> MXN -> AUD -> KRW -> CNY -> EUR -> RUB -> JPY -> CHF,5.031743073713332e+21
