,date,optimal_path,max_rate_of_return
42,2026-07-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,248927046764062.2
43,2026-08-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,719694054114856.9
44,2026-09-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,2084018719047421.2
45,2026-10-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,5989717336387944.0
46,2026-11-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,1.8145345033807076e+16
47,2026-12-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,5.769617209979741e+16
48,2027-01-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,1.6754534504481994e+17
49,2027-02-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,4.9932746367556896e+17
50,2027-03-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,1.464939870504394e+18
51,2027-04-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,4.1885690092614205e+18
52,2027-05-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,1.0637887381095426e+19
53,2027-06-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,3.448146939219281e+19
54,2027-07-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,9.92693387964286e+19
55,2027-08-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,2.3608854168259084e+20
56,2027-09-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,7.775979890264879e+20
57,2027-10-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,2.1111988644088156e+21
58,2027-11-01,USD -> RUB -> JPY -> CHF -> MXN -> EUR -> AUD -> KRW -> CNY,5.039798922472005e+21
59,2027-12-01,USD -> MXN -> EUR -> RUB -> JPY -> CHF -> AUD -> KRW -> CNY,2.0072706265520213e+22
