,date,optimal_path,max_rate_of_return
38,2026-03-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,273824165783216.97
39,2026-04-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,757314290689531.6
40,2026-05-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,2094528301424609.8
41,2026-06-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,5806637074751025.0
42,2026-07-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.6378803891002652e+16
43,2026-08-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,4.7059175823844536e+16
44,2026-09-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.359845556953171e+17
45,2026-10-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,3.897732754966384e+17
46,2026-11-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.19579025414934e+18
47,2026-12-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,3.9264528535454193e+18
48,2027-01-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.114550391003037e+19
49,2027-02-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,3.302425109957691e+19
50,2027-03-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,9.778034132911163e+19
51,2027-04-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,2.84682544565603e+20
52,2027-05-01,USD -> KRW -> CNY -> EUR -> CHF -> AUD -> MXN -> JPY -> RUB,7.171655995650292e+20
53,2027-06-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,2.3715253178233777e+21
54,2027-07-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,7.060747123360842e+21
55,2027-08-01,USD -> EUR -> KRW -> CNY -> AUD -> CHF -> MXN -> JPY -> RUB,3.3943163643384702e+22
56,2027-09-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,5.590960760663165e+22
57,2027-10-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.779158356560618e+23
58,2027-11-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,1.3960057650500543e+23
59,2027-12-01,USD -> MXN -> JPY -> CHF -> AUD -> KRW -> CNY -> EUR -> RUB,2.140534997490008e+24
